"","gene","cluster_id","logFC","AveExpr","t","p_val","p_adj.loc","p_adj.glb","B","contrast"
"CB Granule Glut.1405","Tnpo1","CB Granule Glut",-0.0258210931526257,6.77104137908448,-0.217780211717633,0.837070778349504,0.997217279785901,0.99698489167618,-6.51363089147818,"Fentanyl-Saline"
"CB Granule Glut.1406","Csde1","CB Granule Glut",0.0633001188531521,6.65168146544776,0.445660568302222,0.676337033452527,0.988045627703103,0.993810555427896,-6.42565399851203,"Fentanyl-Saline"
"CB Granule Glut.1407","Fstl5","CB Granule Glut",-0.0812566655552462,11.0495259516601,-0.620865223544264,0.564594802585779,0.979232773879624,0.988691017535907,-6.32080654310548,"Fentanyl-Saline"
"CB Granule Glut.1408","Fam172a","CB Granule Glut",0.0157878673957468,7.27211880298881,0.121854123617189,0.908235722365682,0.997217279785901,0.997637689587809,-6.53297804923217,"Fentanyl-Saline"
"CB Granule Glut.1409","Cdh9","CB Granule Glut",-1.74607759636765,1.90830553310499,-2.46367256178793,0.0621337760326593,0.797356655143545,0.930370242850555,-4.26599955721415,"Fentanyl-Saline"
"CB Granule Glut.1410","Sclt1","CB Granule Glut",-0.092442172999907,7.84067730539796,-0.738211144502935,0.496837750221552,0.977589196885144,0.988691017535907,-6.23449570084588,"Fentanyl-Saline"
"CB Granule Glut.1411","ENSRNOG00000067100","CB Granule Glut",0.120690573599978,3.96284485730883,0.83232470229807,0.446890249757619,0.974026200827568,0.985218172437093,-6.15694554983981,"Fentanyl-Saline"
"CB Granule Glut.1412","Mrps36","CB Granule Glut",-0.0648383914981201,4.44070711712576,-0.372576763369032,0.726260796128215,0.989398423668574,0.993965260355923,-6.46010415566113,"Fentanyl-Saline"
"CB Granule Glut.1413","Atg10","CB Granule Glut",0.0975523604909831,5.27088539506833,0.482049221217824,0.652162255724248,0.982063828840347,0.990132464592316,-6.40640232150222,"Fentanyl-Saline"
"CB Granule Glut.1414","Tmem161b","CB Granule Glut",-0.00918906829640775,7.5131053015804,-0.0769323815247079,0.941959744105748,0.997217279785901,0.997637689587809,-6.53830566707277,"Fentanyl-Saline"
"CB Granule Glut.1415","Ppwd1","CB Granule Glut",-0.00975396362683512,5.36582722458995,-0.0486954680841715,0.963236082382287,0.997217279785901,0.998538159086709,-6.54042501520572,"Fentanyl-Saline"
"CB Granule Glut.1416","Lrba","CB Granule Glut",-0.214885533713099,9.23944349504509,-1.73756798461065,0.14888489329491,0.867504178239209,0.943928290125749,-5.16705351547565,"Fentanyl-Saline"
"CB Granule Glut.1417","Gtf2h2","CB Granule Glut",0.116240142859622,5.81564410861542,0.75128251819091,0.489663889345989,0.977479271925717,0.988691017535907,-6.22414935326527,"Fentanyl-Saline"
"CB Granule Glut.1418","Btf3","CB Granule Glut",-0.171983156665921,5.63489109883333,-0.484580202136242,0.650498659402336,0.982063828840347,0.990132464592316,-6.40501253644794,"Fentanyl-Saline"
"CB Granule Glut.1419","Nipbl","CB Granule Glut",-0.0782372225700758,8.72329493244661,-0.617399654833221,0.566685865127282,0.979232773879624,0.988691017535907,-6.32316835856316,"Fentanyl-Saline"
"CB Granule Glut.1420","Elovl7","CB Granule Glut",-0.639838047823424,2.99386586062433,-2.69886808834898,0.0475060268771009,0.781771563228669,0.930370242850555,-3.98086747111783,"Fentanyl-Saline"
"CB Granule Glut.1421","Snx18","CB Granule Glut",-0.116019514135988,3.53861405630727,-0.38470027950537,0.717859428835753,0.989398423668574,0.993965260355923,-6.45478595452286,"Fentanyl-Saline"
"CB Granule Glut.1422","Snx16","CB Granule Glut",-0.217928906118433,4.95959779370916,-1.24423157899976,0.273947858776548,0.921079696476766,0.967278230688823,-5.74817436296788,"Fentanyl-Saline"
