"X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"Ex_Fezf2_Fbln1","Chol_Isl2_Gata6_4","Ex_Fezf2_Fibcd1_Fos_Tnn","Inh_Six3_Cela1_1","Ex_Evx2_Lmcd1_3","Ex_Dmrta2_Prkcq_4","Ex_Ebf2_Prox1_Pou4f3","Fibro_Eya2_Slc47a1_2","Ex_Lhx9_Tyrp1_4","Ex_Evx2_Lmcd1_2","Ex_Lhx9_Tyrp1_4","Ex_C1ql4_Asb4","Ex_Ebf2_Pla2g5_12","Chol_Tbx20_S100a11_8","Inh_Nkx2-2_Glp1r_Trh_1"
